title,0
'Til There Was You (1997),0.8728715609439696
1-900 (1994),-0.6454972243679027
101 Dalmatians (1996),0.21113226604908078
12 Angry Men (1957),0.18428943911380222
187 (1997),0.027397823081401235
2 Days in the Valley (1996),0.0666541292818591
"20,000 Leagues Under the Sea (1954)",0.28976830915416396
2001: A Space Odyssey (1968),0.23088413157668894
"39 Steps, The (1935)",0.10645293678493904
8 1/2 (1963),-0.14297704926964916
8 Heads in a Duffel Bag (1997),-0.5773502691896258
8 Seconds (1994),-0.7559289460184545
A Chef in Love (1996),0.8685990362153791
Above the Rim (1994),-0.6454972243679027
Absolute Power (1997),0.085439841564047
"Abyss, The (1989)",0.20370855417493686
Ace Ventura: Pet Detective (1994),0.06268854737894658
Ace Ventura: When Nature Calls (1995),0.0945142727328554
Across the Sea of Time (1995),-0.13245323570650439
Addams Family Values (1993),0.13226352749186304
Addicted to Love (1997),0.02817277183511209
"Addiction, The (1995)",0.50709255283711
"Adventures of Pinocchio, The (1996)",0.11161565164113488
"Adventures of Priscilla, Queen of the Desert, The (1994)",0.054739986666229035
"Adventures of Robin Hood, The (1938)",0.14458739991114322
"Affair to Remember, An (1957)",0.22545147208347968
"African Queen, The (1951)",0.23054017001320048
Afterglow (1997),0.420084025208403
"Age of Innocence, The (1993)",-0.03717583687581432
Air Bud (1997),0.012556781044795884
Air Force One (1997),0.11316413225532544
"Air Up There, The (1994)",0.3273268353539886
Airheads (1994),-0.127952778712488
Akira (1988),0.14244969535875956
Aladdin (1992),0.19162081859838148
Aladdin and the King of Thieves (1996),-0.2620712091804795
Alaska (1996),-0.2631225691584915
Albino Alligator (1996),0.9684959969581861
Alice in Wonderland (1951),0.20243614340542737
Alien (1979),0.24899058113892725
Alien 3 (1992),-0.06474623924022338
Alien: Resurrection (1997),0.21775949373427178
Aliens (1986),0.2544437170371705
All About Eve (1950),-0.09877205998591254
All Dogs Go to Heaven 2 (1996),0.31224989991991997
Alphaville (1965),-0.21330168965347998
Amadeus (1984),0.19028048595893005
Amateur (1994),-0.13360239012861164
"Amazing Panda Adventure, The (1995)",0.425435629811517
American Buffalo (1996),0.7225916412701001
American Dream (1990),-1.0
"American President, The (1995)",0.11318903434350329
"American Werewolf in London, An (1981)",0.186325421747086
"American in Paris, An (1951)",0.07091085339236396
Amistad (1997),0.0951800373081981
Amityville 3-D (1983),0.4
"Amityville Curse, The (1990)",0.3333333333333333
"Amityville Horror, The (1979)",0.20026651479661348
Amityville II: The Possession (1982),-0.3223291856101521
Amos & Andrew (1993),0.1545950873011073
Anaconda (1997),-0.021536524612697422
Anastasia (1997),-0.1881983686078114
Andre (1994),0.24065547555594471
Angel Baby (1995),0.9622504486493763
Angel and the Badman (1947),0.4082482904638631
Angels and Insects (1995),0.24249250062155497
Angels in the Outfield (1994),-0.18460602191002493
Angus (1995),0.20672455764868078
Anna Karenina (1997),0.02271424028585057
Anne Frank Remembered (1995),0.02350935466610062
Annie Hall (1977),-0.10012003105121807
Another Stakeout (1993),-0.1316924917134692
Antonia's Line (1995),-0.0644982838567064
Aparajito (1956),-0.17407765595569782
"Apartment, The (1960)",-0.03692690178677995
Apocalypse Now (1979),0.028575841689307314
Apollo 13 (1995),0.2220061333714408
"Apostle, The (1997)",-0.205777361107393
"Apple Dumpling Gang, The (1975)",-0.11225512575071792
April Fool's Day (1986),-0.1251212376218514
Apt Pupil (1998),0.057033665188388954
"Aristocats, The (1970)",0.07243401459881393
Army of Darkness (1993),0.10384211002862322
Around the World in 80 Days (1956),0.09541442999486642
"Arrival, The (1996)",0.08550412220198561
Arsenic and Old Lace (1944),0.07394221901711118
As Good As It Gets (1997),-0.13046561461068848
Assassins (1995),-0.15615998978629508
"Assignment, The (1997)",-0.18569533817705186
"Associate, The (1996)",-0.01762114537444938
Audrey Rose (1977),0.14783926745495934
Austin Powers: International Man of Mystery (1997),0.37743279047354783
"Awfully Big Adventure, An (1995)",0.5445811486371709
B*A*P*S (1997),0.5
Babe (1995),0.18451190997468808
"Baby-Sitters Club, The (1995)",-0.19389168358237027
"Babysitter, The (1995)",-0.5
Back to the Future (1985),0.27483912752315376
Backbeat (1993),0.32157679193253297
Bad Boys (1995),-0.05065023142669801
Bad Company (1995),-0.3973597071195132
Bad Girls (1994),-0.7637626158259733
Bad Moon (1996),0.23145502494313783
Bad Taste (1987),-0.026198125853112323
Balto (1995),-0.07926622050368826
Bananas (1971),0.1840721621273562
"Band Wagon, The (1953)",-0.28544961285922504
Barb Wire (1996),0.3393125020486691
Barbarella (1968),-0.021020680265823724
Barcelona (1994),0.21047164819810676
Basic Instinct (1992),0.037229255107467434
"Basketball Diaries, The (1995)",-0.2775194978472005
Basquiat (1996),0.2868442007267808
Bastard Out of Carolina (1996),-0.40235342152431913
Batman & Robin (1997),0.2645320792583005
Batman (1989),0.28934438545964064
Batman Forever (1995),0.11366665858837391
Batman Returns (1992),0.05969117581868423
Bean (1997),0.07993737068908378
"Beans of Egypt, Maine, The (1994)",0.9999999999999999
Beat the Devil (1954),-0.25000000000000006
"Beautician and the Beast, The (1997)",0.03798530992989231
Beautiful Girls (1996),0.26530050275124967
Beautiful Thing (1996),-0.013466054463872647
Beauty and the Beast (1991),0.10619908808034043
Beavis and Butt-head Do America (1996),0.13294260017737441
Bed of Roses (1996),0.054025559902972226
Bedknobs and Broomsticks (1971),0.08083346521352477
Before Sunrise (1995),0.061146853909478154
Before and After (1996),0.017574611019068175
Before the Rain (Pred dozhdot) (1994),-0.6729773775727069
Being Human (1993),-0.3333333333333333
Being There (1979),0.171321324708529
"Believers, The (1987)",0.09364265456917051
Belle de jour (1967),-0.0035626740186090584
Ben-Hur (1959),0.04355313815462997
Benny & Joon (1993),0.016592663242436648
Best Men (1997),0.5590169943749475
Best of the Best 3: No Turning Back (1995),0.0
Better Off Dead... (1985),-0.03205356505203848
"Beverly Hillbillies, The (1993)",-0.13755535567588154
Beverly Hills Cop III (1994),0.06322216420069163
Beverly Hills Ninja (1997),0.37245071880626585
"Bewegte Mann, Der (1994)",-0.9999999999999999
Beyond Rangoon (1995),-0.34719044545041
Bhaji on the Beach (1993),0.2738612787525831
